 ,X,Y,Counter,Count
1,1340.000,592.000,0,161
2,1000.333,554.667,0,161
3,1545.615,554.367,0,161
4,1715.500,596.500,0,161
5,2010.894,331.842,0,161
6,2138.500,452.500,0,161
7,2117.822,643.955,0,161
8,1767.000,732.000,0,161
9,1244.333,781.667,0,161
10,1205.667,897.667,0,161
11,1083.225,1051.436,0,161
12,889.600,1112.125,0,161
13,1068.776,1149.694,0,161
14,1193.043,1204.603,0,161
15,1242.172,1427.127,0,161
16,1123.684,1346.209,0,161
17,1010.977,1305.750,0,161
18,863.590,1288.411,0,161
19,759.553,1138.134,0,161
20,589.047,1146.804,0,161
21,736.433,1294.190,0,161
22,544.000,1024.000,0,161
23,713.314,1042.766,0,161
24,612.166,909.829,0,161
25,539.000,734.667,0,161
26,473.667,681.333,0,161
27,320.283,623.726,0,161
28,248.000,480.000,0,161
29,142.000,318.000,0,161
30,689.667,546.667,0,161
31,767.000,338.667,0,161
32,675.745,395.421,0,161
33,760.333,441.333,0,161
34,904.049,415.651,0,161
35,546.000,363.000,0,161
36,577.487,141.107,0,161
37,756.663,71.748,0,161
38,889.600,161.336,0,161
39,369.000,69.000,0,161
40,352.072,11.060,0,161
41,1158.364,245.144,0,161
42,999.417,328.953,0,161
43,1065.886,300.053,0,161
44,1115.014,184.456,0,161
45,1221.942,57.299,0,161
46,1418.458,117.987,0,161
47,1623.643,227.805,0,161
48,1536.945,311.613,0,161
49,1450.247,360.742,0,161
50,1565.844,77.528,0,161
51,1678.552,94.868,0,161
52,1765.250,152.667,0,161
53,1886.627,94.868,0,161
54,2152.501,294.273,0,161
55,2296.998,311.613,0,161
56,2336.667,230.667,0,161
57,2377.916,733.543,0,161
58,2565.761,730.653,0,161
59,2591.771,583.267,0,161
60,2496.403,866.480,0,161
61,2684.249,551.477,0,161
62,2759.500,617.500,0,161
63,2903.884,724.873,0,161
64,2915.443,490.789,0,161
65,2675.333,208.000,0,161
66,2803.333,62.667,0,161
67,2936.667,129.333,0,161
68,2742.047,77.528,0,161
69,2548.422,360.742,0,161
70,2548.422,360.742,0,161
71,2526.000,254.667,0,161
72,2505.073,427.210,0,161
73,2028.234,1115.015,0,161
74,2273.878,1025.427,0,161
75,2340.333,1196.000,0,161
76,2540.500,1193.500,0,161
77,2398.145,1172.813,0,161
78,2398.145,1172.813,0,161
79,2280.000,1200.000,0,161
80,2346.126,1271.071,0,161
81,2554.202,1435.797,0,161
82,2736.268,1510.936,0,161
83,2808.667,1075.333,0,161
84,2926.000,1162.000,0,161
85,3042.601,1334.650,0,161
86,2973.242,1730.571,0,161
87,2921.223,1837.498,0,161
88,2658.239,1817.269,0,161
89,2460.000,1692.000,0,161
90,2349.016,1719.011,0,161
91,2221.859,1823.048,0,161
92,1984.885,1756.580,0,161
93,1996.445,1614.973,0,161
94,2204.520,1490.706,0,161
95,2204.520,1386.668,0,161
96,2086.032,1470.476,0,161
97,1849.058,1482.036,0,161
98,1729.667,1558.000,0,161
99,1768.140,1392.448,0,161
100,1831.718,1325.980,0,161
101,1704.561,1311.530,0,161
102,1640.983,1207.492,0,161
