 ,X,Y,Counter,Count
1,358.000,46.000,0,88
2,279.824,606.386,0,88
3,300.053,493.679,0,88
4,366.522,470.559,0,88
5,366.522,470.559,0,88
6,421.430,409.871,0,88
7,479.229,346.292,0,88
8,638.175,155.556,0,88
9,649.735,34.179,0,88
10,71.748,479.229,0,88
11,947.398,89.088,0,88
12,1178.593,45.739,0,88
13,1346.209,138.217,0,88
14,1470.477,421.430,0,88
15,1747.910,317.393,0,88
16,1898.187,94.868,0,88
17,2045.573,181.566,0,88
18,2236.309,265.374,0,88
19,2562.872,187.346,0,88
20,2395.255,424.320,0,88
21,2759.387,563.037,0,88
22,2016.674,459.000,0,88
23,1719.011,701.754,0,88
24,2291.218,852.031,0,88
25,2138.051,843.361,0,88
26,2635.120,1167.033,0,88
27,2496.403,1221.942,0,88
28,2820.076,1487.816,0,88
29,3054.160,1458.917,0,88
30,1872.177,1404.008,0,88
31,1961.765,1519.605,0,88
32,2398.145,1562.954,0,88
33,3051.271,1742.130,0,88
34,1409.500,1715.500,0,88
35,1464.697,1499.376,0,88
36,1441.577,1360.659,0,88
37,1077.445,1181.483,0,88
38,1146.804,996.527,0,88
39,956.068,1120.794,0,88
40,947.398,935.839,0,88
41,571.707,869.370,0,88
42,395.421,863.590,0,88
43,302.943,961.848,0,88
44,548.588,1236.392,0,88
45,94.868,846.251,0,88
46,918.499,395.421,0,88
47,857.810,563.037,0,88
48,875.150,635.286,0,88
49,1073.500,1637.500,0,88
50,1065.886,1510.936,0,88
51,889.600,2019.564,0,88
52,1447.357,956.068,0,88
53,1562.954,1039.876,0,88
54,2146.721,1112.125,0,88
55,2851.865,45.739,0,88
56,57.299,1525.385,0,88
57,97.758,1857.728,0,88
58,112.207,1635.203,0,88
59,175.786,1493.596,0,88
60,1074.556,1742.130,0,88
61,1135.244,1614.973,0,88
62,1253.731,1036.986,0,88
63,1089.005,771.112,0,88
64,2857.645,967.628,0,88
65,2900.994,1057.216,0,88
66,2950.123,1308.640,0,88
67,2799.846,1201.713,0,88
68,2739.157,1895.297,0,88
69,2643.790,1736.350,0,88
70,2383.696,1707.451,0,88
71,1372.219,1473.366,0,88
72,86.198,681.524,1,79
73,667.075,643.955,1,79
74,788.452,409.871,1,79
75,802.902,181.566,1,79
76,1172.813,369.412,1,79
77,1083.225,366.522,1,79
78,1276.851,366.522,1,79
79,1219.052,276.934,1,79
80,1224.832,447.440,1,79
81,1562.954,294.273,1,79
82,1562.954,294.273,1,79
83,1640.983,366.522,1,79
84,1666.992,201.795,1,79
85,1892.407,337.622,1,79
86,1984.885,259.594,1,79
87,2031.124,360.742,1,79
88,2114.932,323.173,1,79
89,2273.878,100.648,1,79
90,2455.944,285.603,1,79
91,2687.139,395.421,1,79
92,2551.312,83.308,1,79
93,2562.872,13.950,1,79
94,2562.872,542.808,1,79
95,2585.991,782.672,1,79
96,2895.214,883.820,1,79
97,2935.673,724.873,1,79
98,2929.893,1190.153,1,79
99,2834.525,1138.134,1,79
100,2568.651,1360.659,1,79
101,2505.073,1404.008,1,79
102,2620.670,1412.678,1,79
103,2476.174,1325.980,1,79
104,2273.878,1620.753,1,79
105,2268.098,1791.259,1,79
106,2294.108,1875.067,1,79
107,2363.466,1797.039,1,79
108,2822.966,1843.278,1,79
109,2704.478,1568.734,1,79
110,1294.191,1710.341,1,79
111,1314.420,1505.156,1,79
112,1574.514,1482.036,1,79
113,1635.203,1562.954,1,79
114,1591.854,1398.228,1,79
115,1476.256,1427.128,1,79
116,1169.923,1412.678,1,79
117,1193.043,1282.631,1,79
118,1141.024,1143.914,1,79
119,447.440,1620.753,1,79
120,470.559,1551.395,1,79
121,181.566,1724.791,1,79
122,25.509,1776.810,1,79
123,297.163,1230.612,1,79
124,266.500,1412.500,1,79
125,146.887,1057.216,1,79
126,25.509,1071.666,1,79
127,568.817,967.628,1,79
128,669.965,958.958,1,79
129,1562.954,352.072,1,79
130,2788.287,889.600,1,79
131,2401.035,1039.876,1,79
132,2375.026,1123.684,1,79
133,2262.319,1126.574,1,79
134,2054.243,1198.823,1,79
135,1990.665,973.408,2,10
136,2051.500,899.500,2,10
137,1528.275,516.798,2,10
138,2351.500,1190.500,2,10
139,2375.500,1304.500,2,10
140,1377.999,1181.483,2,10
141,1454.500,1229.500,2,10
142,1857.728,577.487,1,79
143,2039.793,678.635,1,79
144,2010.894,617.946,1,79
145,1863.508,1302.860,0,88
146,995.500,866.500,0,88
147,989.500,794.500,0,88
148,571.707,308.723,0,88
149,48.629,398.311,0,88
150,250.924,22.619,0,88
151,833.500,14.500,0,88
152,167.116,1273.961,0,88
153,1010.977,1698.781,1,79
154,984.968,1626.533,1,79
155,638.175,1233.502,1,79
156,707.534,1158.364,1,79
157,950.288,1005.197,1,79
158,788.452,2022.454,1,79
159,1785.479,814.461,0,88
160,1750.800,927.169,0,88
161,2618.500,2009.500,2,10
162,3071.500,-0.500,2,10
163,1277.500,2021.500,2,10
164,1250.841,779.782,1,79
165,1586.074,970.518,1,79
166,2929.893,1828.828,1,79
167,2898.104,1799.929,0,88
168,3007.922,1065.886,0,88
169,2565.762,961.848,0,88
170,1551.395,1227.722,1,79
171,1253.731,1210.382,1,79
172,788.452,1219.052,0,88
173,658.405,1343.319,0,88
174,721.984,1531.165,1,79
175,840.471,1297.080,1,79
176,1221.942,366.522,0,88
177,485.500,1757.500,0,88
