 ,X,Y,Counter,Count
1,88.000,208.000,0,122
2,51.500,107.500,0,122
3,223.500,159.500,0,122
4,39.500,415.500,0,122
5,482.500,204.500,0,122
6,487.500,119.500,0,122
7,431.500,299.500,0,122
8,288.833,434.500,0,122
9,447.500,671.500,0,122
10,471.500,599.500,0,122
11,591.500,535.500,0,122
12,1127.500,263.500,0,122
13,1031.167,202.167,0,122
14,879.500,207.500,0,122
15,879.500,135.500,0,122
16,679.500,391.500,0,122
17,1215.500,7.500,0,122
18,1431.167,108.833,0,122
19,1763.500,159.500,0,122
20,2103.500,119.500,0,122
21,2239.500,47.500,0,122
22,2575.500,719.500,0,122
23,2111.500,527.500,0,122
24,2499.500,1043.500,0,122
25,2655.500,891.500,0,122
26,2799.500,1251.500,0,122
27,2911.500,1279.500,0,122
28,2819.500,1359.500,0,122
29,2795.500,1563.500,0,122
30,2899.500,1635.500,0,122
31,3047.500,1447.500,0,122
32,1340.429,612.166,0,122
33,768.222,834.691,0,122
34,895.380,987.857,0,122
35,574.597,1167.033,0,122
36,285.603,924.279,0,122
37,207.575,1100.565,0,122
38,233.000,1227.000,0,122
39,317.393,1444.467,0,122
40,400.000,1556.000,0,122
41,476.339,1678.552,0,122
42,534.138,1953.095,0,122
43,1153.988,1787.098,0,122
44,1233.502,1542.725,0,122
45,1658.322,1574.514,0,122
46,1866.397,1880.847,0,122
47,2155.391,1981.995,0,122
48,2039.793,1756.580,0,122
49,1753.690,1993.555,0,122
50,1250.841,1294.191,0,122
51,999.417,1149.694,0,122
52,892.490,1161.254,0,122
53,19.730,866.480,0,122
54,51.500,1270.500,0,122
55,11.060,1638.093,0,122
56,80.418,1762.360,0,122
57,2360.576,883.820,0,122
58,2317.227,1051.436,0,122
59,2961.683,1548.505,0,122
60,3036.821,1825.938,0,122
61,2879.085,1943.552,0,122
62,2507.963,1678.552,0,122
63,2180.000,1546.000,0,122
64,2195.850,1458.917,0,122
65,2351.906,1357.769,0,122
