 ,X,Y,Counter,Count
1,378.000,23.000,0,90
2,432.986,202.973,0,90
3,560.147,227.805,0,90
4,534.138,346.292,0,90
5,603.496,412.761,0,90
6,265.374,117.987,0,90
7,219.135,331.842,0,90
8,112.207,424.320,0,90
9,1250.841,175.786,0,90
10,1389.558,172.896,0,90
11,1299.970,401.201,0,90
12,1649.652,22.619,0,90
13,1788.369,89.088,0,90
14,1834.608,337.622,0,90
15,2057.133,86.198,0,90
16,2233.419,152.667,0,90
17,2250.759,366.522,0,90
18,2632.230,360.742,0,90
19,2614.890,175.786,0,90
20,2317.227,586.157,0,90
21,2221.859,557.257,0,90
22,1946.500,542.500,0,90
23,1947.316,453.220,0,90
24,2531.083,733.543,0,90
25,2585.991,785.562,0,90
26,2441.494,756.663,0,90
27,2993.472,765.333,0,90
28,2640.900,961.848,0,90
29,1964.655,1100.565,0,90
30,1779.699,1089.005,0,90
31,2323.007,1430.017,0,90
32,2652.460,1583.184,0,90
33,2874.985,1508.046,0,90
34,3007.922,1747.910,0,90
35,2851.865,1721.901,0,90
36,2947.233,1935.756,0,90
37,2727.598,1880.847,0,90
38,2346.127,1944.426,0,90
39,2065.803,1655.432,0,90
40,2013.784,1941.536,0,90
41,1944.426,1672.772,0,90
42,1687.222,1753.690,0,90
43,1643.872,1898.187,0,90
44,1678.552,2010.894,0,90
45,1045.656,1788.369,0,90
46,1354.879,1857.728,0,90
47,1198.823,1562.954,0,90
48,1115.500,1462.500,0,90
49,889.600,1366.439,0,90
50,1103.500,1307.500,0,90
51,1093.500,1127.500,0,90
52,987.500,1011.500,0,90
53,1412.678,788.452,0,90
54,967.628,944.508,0,90
55,352.072,852.031,0,90
56,250.924,863.590,0,90
57,727.763,1594.744,0,90
58,719.094,1745.020,0,90
59,550.500,1707.500,0,90
60,542.808,1510.936,0,90
61,259.500,1737.500,0,90
62,331.842,1577.404,0,90
63,117.987,1840.388,0,90
64,181.566,1990.665,0,90
65,152.667,1970.435,0,90
66,2970.352,1169.923,0,90
67,2961.683,1115.015,0,90
68,3045.491,924.279,0,90
69,2854.755,236.475,0,90
70,170.006,236.475,0,90
71,730.653,1120.794,0,90
72,719.094,1204.603,0,90
73,461.889,1219.052,0,90
74,545.500,1114.500,0,90
75,97.500,1249.500,0,90
76,149.777,1256.621,0,90
77,1227.722,1369.329,0,90
78,1441.577,1265.291,0,90
79,2626.450,1973.325,0,90
80,2698.698,1141.024,0,90
81,1181.483,563.037,0,90
82,1256.621,739.323,1,78
83,1320.200,701.754,1,78
84,1632.313,591.936,1,78
85,1681.500,503.500,1,78
86,1747.910,545.698,1,78
87,2034.014,282.714,1,78
88,2080.253,242.254,1,78
89,2883.654,993.637,1,78
90,2912.554,1265.291,1,78
91,3013.701,1123.684,1,78
92,2334.567,1684.332,1,78
