 ,X,Y,Counter,Count
1,2522.500,373.500,0,222
2,178.500,142.500,0,222
3,208.500,213.500,0,222
4,101.500,65.500,0,222
5,37.500,96.500,0,222
6,326.500,362.500,0,222
7,264.500,498.500,0,222
8,190.500,429.500,0,222
9,466.500,452.500,0,222
10,479.500,586.500,0,222
11,555.500,706.500,0,222
12,700.500,643.500,0,222
13,726.500,544.500,0,222
14,810.500,587.500,0,222
15,880.500,577.500,0,222
16,966.500,543.500,0,222
17,1036.500,467.500,0,222
18,1004.500,434.500,0,222
19,995.500,215.500,0,222
20,788.500,141.500,0,222
21,704.500,157.500,0,222
22,166.500,663.500,0,222
23,25.500,609.500,0,222
24,68.500,652.500,0,222
25,92.500,708.500,0,222
26,462.500,685.500,0,222
27,676.500,710.500,0,222
28,346.500,944.500,0,222
29,563.500,1042.500,0,222
30,497.500,853.500,0,222
31,764.500,808.500,0,222
32,84.500,1111.500,0,222
33,240.500,1005.500,0,222
34,229.500,1050.500,0,222
35,87.500,850.500,0,222
36,844.500,1103.500,0,222
37,911.500,739.500,0,222
38,188.500,1258.500,0,222
39,222.500,1199.167,0,222
40,115.500,1327.500,0,222
41,352.833,1372.500,0,222
42,406.500,1257.500,0,222
43,278.500,1257.500,0,222
44,527.500,1265.500,0,222
45,649.500,1270.500,0,222
46,591.500,1518.500,0,222
47,673.500,1544.500,0,222
48,698.500,1471.500,0,222
49,511.500,1347.500,0,222
50,786.500,1306.500,0,222
51,832.500,1231.500,0,222
52,930.500,1158.500,0,222
53,966.500,1440.500,0,222
54,943.500,1485.500,0,222
55,657.500,1592.500,0,222
56,524.500,1577.500,0,222
57,476.500,1535.500,0,222
58,27.500,1510.500,0,222
59,424.500,1695.500,0,222
60,148.500,1784.500,0,222
61,98.500,1909.500,0,222
62,501.500,1795.500,0,222
63,758.500,1736.500,0,222
64,837.500,1718.500,0,222
65,941.500,1677.500,0,222
66,902.500,1598.500,0,222
67,443.500,1907.500,0,222
68,767.500,1961.500,0,222
69,939.500,1957.500,0,222
70,1028.500,1956.500,0,222
71,1067.833,1857.167,0,222
72,682.500,1910.500,0,222
73,952.500,1774.500,1,218
74,203.500,1693.500,1,218
75,300.500,1775.500,1,218
76,370.500,1823.500,1,218
77,552.500,1905.500,1,218
78,833.500,1963.500,1,218
79,924.500,1834.500,1,218
80,845.500,1821.500,1,218
81,630.500,1787.500,1,218
82,566.500,1748.500,1,218
83,586.500,1621.500,1,218
84,758.500,1527.500,1,218
85,176.500,1499.500,1,218
86,46.000,1594.000,1,218
87,361.500,1439.500,1,218
88,795.500,1446.500,1,218
89,655.500,1418.500,1,218
90,591.500,1351.500,1,218
91,727.500,1274.500,1,218
92,618.500,1221.500,1,218
93,589.500,1150.500,1,218
94,743.500,1193.500,1,218
95,499.500,1180.500,1,218
96,347.500,1240.500,1,218
97,218.500,1380.500,1,218
98,174.500,1400.500,1,218
99,952.500,1289.500,1,218
100,1044.500,1381.500,1,218
101,230.500,1092.500,1,218
102,164.500,1155.500,1,218
103,132.500,1094.500,1,218
104,572.500,903.500,1,218
105,274.500,843.500,1,218
106,209.500,823.500,1,218
107,594.500,836.500,1,218
108,480.500,789.500,1,218
109,445.500,745.500,1,218
110,310.500,799.500,1,218
111,374.500,676.500,1,218
112,71.500,765.500,1,218
113,48.500,1027.500,1,218
