 ,X,Y,Counter,Count
1,203.000,36.000,0,250
2,213.500,114.500,0,250
3,251.500,97.500,0,250
4,347.500,50.500,0,250
5,394.500,101.500,0,250
6,454.500,80.500,0,250
7,716.500,247.500,0,250
8,720.500,302.500,0,250
9,338.500,239.500,0,250
10,301.500,428.500,0,250
11,417.500,582.500,0,250
12,365.500,624.500,0,250
13,609.500,524.500,0,250
14,525.500,485.500,0,250
15,686.500,506.500,0,250
16,457.500,445.500,0,250
17,214.500,672.500,0,250
18,198.500,753.500,0,250
19,562.500,731.500,0,250
20,1023.500,285.500,0,250
21,885.500,195.500,0,250
22,1034.500,78.500,0,250
23,87.500,338.500,0,250
24,78.500,450.500,0,250
25,149.500,348.500,0,250
26,467.500,731.500,0,250
27,945.500,627.500,0,250
28,940.500,724.500,0,250
29,177.500,217.500,1,251
30,267.500,321.500,1,251
31,106.500,552.500,1,251
32,15.500,542.500,1,251
33,315.500,675.500,1,251
34,380.500,739.500,1,251
35,634.500,684.500,1,251
36,521.500,614.500,1,251
37,753.500,347.500,1,251
38,830.500,324.500,1,251
39,870.500,401.500,1,251
40,950.500,375.500,1,251
41,688.500,35.500,1,251
42,609.500,45.500,1,251
43,964.500,137.500,1,251
44,1002.500,57.500,1,251
45,1026.500,494.500,1,251
46,848.500,679.500,1,251
47,831.500,616.500,1,251
48,28.500,318.500,1,251
49,44.500,260.500,1,251
50,36.500,103.500,1,251
51,296.500,164.500,2,35
52,747.500,750.500,2,35
53,700.500,599.500,0,250
54,858.500,730.500,0,250
55,901.500,679.500,0,250
56,1011.500,653.500,0,250
57,1034.500,743.500,0,250
58,321.500,351.500,0,250
59,89.500,10.500,0,250
60,501.500,372.500,1,251
61,1034.500,143.500,0,250
62,495.500,1143.500,0,250
63,106.167,763.167,0,250
64,204.833,875.167,0,250
65,290.167,919.167,0,250
66,551.500,901.833,0,250
67,583.500,833.833,0,250
68,454.167,867.167,0,250
69,476.833,789.833,0,250
70,646.167,805.833,0,250
71,643.500,1223.167,0,250
72,715.500,1171.167,0,250
73,770.167,1049.833,0,250
74,732.833,993.833,0,250
75,818.167,1281.833,0,250
76,732.833,1369.833,0,250
77,647.500,1349.833,0,250
78,911.500,1375.167,0,250
79,571.500,1351.167,0,250
80,452.833,1231.167,0,250
81,342.167,1567.167,0,250
82,1180.833,1439.167,0,250
83,1316.833,1453.833,0,250
84,1263.500,1552.500,0,250
85,1338.167,1293.833,0,250
86,1143.500,1152.500,0,250
87,1023.500,1144.500,0,250
88,1146.167,1315.167,1,251
89,1052.833,1397.833,1,251
90,1154.167,1224.500,1,251
91,944.833,1285.833,1,251
92,1106.167,1289.833,1,251
93,878.167,1188.500,1,251
94,822.167,1109.833,1,251
95,844.833,985.833,1,251
96,611.500,1017.833,1,251
97,642.167,952.500,1,251
98,698.167,845.833,1,251
99,607.500,892.500,1,251
100,391.500,1020.500,1,251
101,307.500,1057.833,1,251
102,224.167,950.500,2,35
103,438.167,947.167,2,35
104,402.167,1309.833,1,251
105,404.833,1389.833,1,251
106,327.500,1425.833,1,251
107,266.167,1388.500,1,251
108,295.500,1361.833,1,251
109,272.833,1291.167,1,251
110,195.500,1277.833,1,251
111,171.500,1353.833,1,251
112,155.500,1245.833,1,251
113,116.833,1227.167,1,251
114,1282.167,1189.833,1,251
115,1098.167,893.833,1,251
116,1175.500,873.833,1,251
117,1287.500,815.167,1,251
118,1199.500,771.167,1,251
119,1064.833,824.500,1,251
120,1131.500,803.167,1,251
121,1287.500,884.500,1,251
122,167.500,817.833,1,251
123,44.833,731.167,1,251
124,164.833,761.833,1,251
125,1268.833,943.167,0,250
126,1318.167,741.833,0,250
127,1190.167,693.833,0,250
128,1158.167,645.833,0,250
129,828.833,847.167,0,250
130,784.833,823.167,0,250
131,107.500,1448.500,0,250
132,94.167,1341.500,0,250
133,167.500,1187.167,0,250
134,190.167,997.833,0,250
135,366.167,893.833,1,251
136,1046.167,1061.833,1,251
137,1323.500,1389.833,1,251
138,367.500,1345.833,1,251
139,119.500,1682.500,0,250
140,343.500,1662.500,0,250
141,67.500,1946.500,0,250
142,463.500,1896.500,0,250
143,577.500,1888.500,0,250
144,25.500,1532.500,0,250
145,11.500,1532.500,0,250
146,433.500,1598.500,1,251
147,607.500,1662.500,1,251
148,733.500,1700.500,1,251
149,793.500,1816.500,1,251
150,681.500,1960.500,1,251
151,969.500,1888.500,1,251
152,825.500,1712.500,1,251
153,819.500,1610.500,1,251
154,957.500,1514.500,1,251
155,1415.500,1606.500,1,251
156,1591.500,1788.500,1,251
157,1631.500,1716.500,1,251
158,1519.500,1850.500,1,251
159,1561.500,1962.500,1,251
160,1721.500,1672.500,1,251
161,1645.500,912.500,1,251
162,1645.500,1090.500,1,251
163,1897.500,1196.500,2,35
164,1447.500,1226.500,2,35
165,1509.500,1128.500,2,35
166,1807.500,1364.500,2,35
167,1927.500,1510.500,2,35
168,2007.500,1430.500,2,35
169,923.500,2000.500,2,35
170,895.500,1852.500,1,251
171,1713.500,1834.500,1,251
172,1831.500,1800.500,1,251
173,2009.500,1880.500,1,251
174,2017.500,1800.500,1,251
175,1907.500,1960.500,1,251
176,1859.500,1526.500,1,251
177,2019.500,964.500,1,251
178,1869.500,1408.500,0,250
179,1783.500,1468.500,0,250
180,1677.500,1462.500,0,250
181,1935.500,1260.500,0,250
182,2037.500,1336.500,0,250
183,1771.500,1232.500,0,250
184,1807.500,1228.500,0,250
185,1863.500,1082.500,0,250
186,1619.500,1130.500,0,250
187,1549.500,876.500,0,250
188,1649.500,788.500,0,250
189,1431.500,988.500,1,251
190,1547.500,1032.500,1,251
191,1567.500,1204.500,1,251
192,1493.500,1310.500,1,251
193,1459.500,1502.500,1,251
194,1213.500,2030.500,1,251
195,1873.500,1696.500,0,250
196,1995.500,1582.500,0,250
197,1987.500,1502.500,0,250
198,1697.500,1932.500,0,250
199,1447.500,1920.500,0,250
200,1323.500,1868.500,0,250
201,1259.500,1976.500,0,250
202,1111.500,2012.500,0,250
203,1487.500,1748.500,0,250
204,229.500,1804.500,1,251
205,1781.500,2020.500,1,251
206,1737.500,2008.500,1,251
207,1845.500,2028.500,1,251
208,1397.500,1180.500,0,250
209,1407.500,1442.500,0,250
210,1527.500,1390.500,0,250
211,1673.500,1836.500,0,250
212,1173.500,938.500,0,250
213,579.500,960.500,0,250
214,1285.167,624.833,0,250
215,1217.167,416.833,0,250
216,1234.500,118.167,0,250
217,1591.833,278.167,0,250
218,1607.833,123.500,0,250
219,1546.500,104.833,0,250
220,1670.500,87.500,0,250
221,1661.167,632.833,0,250
222,1619.833,600.833,0,250
223,1623.833,722.167,0,250
224,1527.833,606.167,0,250
225,1663.833,216.833,0,250
226,1741.167,764.833,0,250
227,1687.833,186.167,0,250
228,1747.833,186.167,0,250
229,1769.167,42.167,0,250
230,1621.167,59.500,0,250
231,1355.833,94.167,0,250
232,1445.167,51.500,0,250
233,1462.500,16.833,0,250
234,1154.500,14.167,0,250
235,1221.167,339.500,0,250
236,1869.167,555.500,0,250
237,2017.167,491.500,0,250
238,2005.167,307.500,0,250
239,2006.500,840.833,0,250
240,2039.833,927.500,0,250
241,1809.167,366.167,0,250
242,1426.500,272.833,1,251
243,1475.833,256.833,1,251
244,1294.500,259.500,1,251
245,1365.167,158.167,1,251
246,1379.833,55.500,1,251
247,1319.833,42.167,1,251
248,1242.500,23.500,1,251
249,1509.167,439.500,1,251
250,1603.833,536.833,1,251
251,1473.167,416.833,1,251
252,1658.500,358.167,1,251
253,1694.500,279.500,1,251
254,1671.833,492.833,1,251
255,1687.833,674.167,1,251
256,1749.167,664.833,1,251
257,2018.500,732.833,1,251
258,1959.833,347.500,1,251
259,1882.500,380.833,1,251
260,1594.500,331.500,0,250
261,1146.500,508.833,1,251
262,1095.833,476.833,1,251
263,1083.833,375.500,1,251
264,1011.833,402.167,1,251
265,1226.500,583.500,1,251
266,1235.833,751.500,1,251
267,1579.833,443.500,1,251
268,1127.833,212.833,1,251
269,1554.500,360.833,2,35
270,1531.833,224.833,1,251
271,1494.500,140.833,1,251
272,2005.167,198.167,1,251
273,1890.500,239.500,1,251
274,1898.500,284.833,1,251
275,1522.500,683.500,0,250
276,1430.500,471.500,1,251
277,2251.167,1833.167,1,251
278,2333.833,1905.167,1,251
279,2348.500,1759.833,1,251
280,2337.833,1995.833,1,251
281,2385.833,1965.167,1,251
282,2473.833,1891.833,1,251
283,2213.833,2014.500,1,251
284,2308.500,1651.833,1,251
285,2164.500,1545.167,1,251
286,2129.833,1366.500,2,35
287,2607.167,1819.833,2,35
288,2812.500,1954.500,2,35
289,2440.500,1685.167,0,250
290,2616.500,1730.500,0,250
291,2849.833,1763.833,0,250
292,2804.500,1817.167,0,250
293,2717.833,1686.500,0,250
294,2723.167,1507.833,0,250
295,2531.167,1418.500,0,250
296,2276.500,1363.833,0,250
297,2185.833,1350.500,0,250
298,2109.833,1655.833,0,250
299,2177.833,1930.500,0,250
300,2125.833,1979.833,0,250
301,2268.500,1979.833,0,250
302,2271.167,1891.833,0,250
303,2444.500,1545.167,0,250
304,2288.500,1267.833,0,250
305,2484.500,1249.167,0,250
306,2828.500,1310.500,0,250
307,2859.167,1263.833,0,250
308,2513.833,1389.167,0,250
309,3016.500,1482.500,0,250
310,3036.500,1769.167,0,250
311,2981.833,1815.833,0,250
312,2939.167,1838.500,0,250
313,2936.500,1913.167,0,250
314,2868.500,1898.500,0,250
315,2764.500,1957.167,0,250
316,2652.500,1982.500,0,250
317,2760.500,2030.500,0,250
318,2855.167,1998.500,1,251
319,2939.167,1987.833,1,251
320,2725.833,1851.833,1,251
321,2419.167,1821.167,1,251
322,2251.167,1699.833,1,251
323,2163.167,1685.167,1,251
324,2135.167,1609.167,1,251
325,2217.833,1518.500,1,251
326,2299.167,1475.833,1,251
327,2352.500,1513.167,1,251
328,2349.833,1433.167,1,251
329,2328.500,1595.833,1,251
330,2389.833,1622.500,1,251
331,2420.500,1438.500,1,251
332,2399.167,1378.500,1,251
333,2473.833,1338.500,1,251
