 ,X,Y,Counter,Count
1,323.000,343.000,0,154
2,415.651,256.704,0,154
3,545.698,94.868,0,154
4,126.657,326.063,0,154
5,713.314,42.849,0,154
6,846.251,146.887,0,154
7,961.848,106.428,0,154
8,970.420,189.703,0,154
9,1205.500,80.500,0,154
10,1288.900,238.360,0,154
11,1580.294,482.119,0,154
12,1776.809,568.817,0,154
13,1872.177,424.320,0,154
14,2034.230,466.161,0,154
15,2177.500,503.500,0,154
16,2036.904,635.286,0,154
17,1944.426,745.103,0,154
18,1851.948,788.452,0,154
19,1580.294,707.534,0,154
20,1302.860,747.993,0,154
21,1068.776,794.232,0,154
22,967.628,852.031,0,154
23,1028.317,675.745,0,154
24,797.122,678.635,0,154
25,386.751,797.122,0,154
26,181.566,776.892,0,154
27,91.978,797.122,0,154
28,77.528,669.965,0,154
29,242.254,915.609,0,154
30,170.006,1123.684,0,154
31,222.025,1273.961,0,154
32,34.179,1172.813,0,154
33,20.500,1313.500,0,154
34,42.849,1487.816,0,154
35,291.383,1152.584,0,154
36,415.651,1138.134,0,154
37,435.880,1227.722,0,154
38,537.028,1132.354,0,154
39,574.167,1210.500,0,154
40,552.167,1296.500,0,154
41,493.679,1392.448,0,154
42,745.103,1294.190,0,154
43,808.682,1193.043,0,154
44,961.848,1201.713,0,154
45,1175.703,1198.823,0,154
46,1233.502,1051.436,0,154
47,1336.833,1124.500,0,154
48,1135.244,1008.087,0,154
49,1479.500,1165.833,0,154
50,1638.093,1094.785,0,154
51,1349.099,1282.631,0,154
52,1542.725,1325.980,0,154
53,1635.203,1279.741,0,154
54,1834.608,1282.631,0,154
55,1950.206,1109.235,0,154
56,2054.243,1077.445,0,154
57,1765.250,935.839,0,154
58,2057.133,852.031,0,154
59,2186.500,893.500,0,154
60,2164.061,730.653,0,154
61,2299.887,716.204,0,154
62,2496.403,698.864,0,154
63,2363.466,883.820,0,154
64,2461.724,1060.106,0,154
65,2577.321,1089.005,0,154
66,2612.000,990.747,0,154
67,2694.500,952.500,0,154
68,2776.727,1022.537,0,154
69,3038.500,977.500,0,154
70,2924.113,857.810,0,154
71,2661.129,811.571,0,154
72,2802.736,623.726,0,154
73,2924.113,490.789,0,154
74,2799.846,522.578,0,154
75,2562.872,545.698,0,154
76,2528.192,447.440,0,154
77,2412.595,493.679,0,154
78,2377.916,406.981,0,154
79,2144.500,239.500,0,154
80,1635.203,117.987,0,154
81,2476.174,115.097,0,154
82,2858.500,41.500,0,154
83,2704.478,1169.923,0,154
84,2843.195,1207.493,0,154
85,2909.664,1383.778,0,154
86,2970.352,1493.596,0,154
87,3022.371,1747.910,0,154
88,2924.113,1745.020,0,154
89,3011.500,1877.500,0,154
90,2796.956,1846.168,0,154
91,2643.790,1730.571,0,154
92,2635.120,1869.287,0,154
93,2740.500,1748.500,0,154
94,2435.714,1794.149,0,154
95,2418.375,1883.737,0,154
96,2279.658,1727.681,0,154
97,2083.143,1756.580,0,154
98,2138.051,1932.866,0,154
99,1944.426,1820.159,0,154
100,1854.838,1990.665,0,154
101,1713.500,2000.833,0,154
102,1516.715,1906.857,0,154
103,1438.687,1892.407,0,154
104,1383.778,1768.140,0,154
105,1713.231,1823.048,0,154
106,1002.307,1875.067,0,154
107,935.839,1745.020,0,154
108,745.103,1768.140,0,154
109,681.524,1612.083,0,154
110,354.167,1694.833,0,154
111,94.167,1907.833,0,154
112,191.500,2024.500,0,154
113,389.500,2026.500,0,154
114,2337.457,2013.784,0,154
115,2479.063,1970.435,0,154
116,2543.500,2018.500,0,154
117,2429.935,1513.826,0,154
118,2252.500,1262.500,0,154
119,2132.271,1247.952,0,154
120,2158.281,1158.364,0,154
121,2664.019,444.550,0,154
122,2710.258,357.852,0,154
123,2796.956,352.072,0,154
124,733.543,906.939,0,154
125,606.386,924.279,0,154
126,537.028,970.518,0,154
127,13.950,141.107,0,154
128,22.619,42.849,0,154
129,1123.684,1548.505,0,154
130,1175.703,1427.127,0,154
131,1025.427,1392.448,0,154
132,1666.992,1588.964,0,154
133,1857.728,1484.926,0,154
134,1906.857,1389.558,0,154
135,1774.500,1605.500,0,154
136,2401.035,1395.338,0,154
137,1586.833,1983.500,1,7
138,1646.500,1897.500,1,7
139,1334.500,1859.500,1,7
140,126.833,984.500,1,7
141,384.329,517.029,1,7
142,1273.961,655.515,1,7
143,508.128,435.880,0,154
144,667.075,372.302,0,154
145,164.226,219.135,0,154
146,1372.219,25.509,0,154
147,1823.048,143.997,0,154
148,2166.951,1695.891,0,154
149,961.848,1427.127,0,154
150,638.175,1909.746,0,154
151,1398.228,805.792,0,154
152,1395.338,589.047,0,154
153,1502.266,369.412,0,154
154,1089.005,366.522,0,154
155,941.619,479.229,0,154
156,1186.500,1863.500,0,154
157,557.257,820.241,0,154
158,410.869,643.094,3,53
159,519.241,596.649,3,53
160,497.124,793.487,3,53
161,2894.567,280.381,3,53
162,2719.846,291.440,3,53
163,2602.627,28.252,3,53
164,2078.463,26.040,3,53
165,1928.070,23.828,3,53
166,2007.690,17.193,3,53
167,3056.018,37.098,3,53
168,1445.928,6.135,3,53
169,857.625,-0.500,3,53
170,55.500,210.000,3,53
171,76.000,138.000,3,53
172,72.167,945.167,3,53
173,209.500,968.500,3,53
174,420.833,1301.167,3,53
175,430.833,1365.833,3,53
176,561.500,2027.833,3,53
177,799.500,2039.833,3,53
178,770.167,1421.833,3,53
179,667.500,855.167,3,53
180,1168.833,802.500,0,154
181,1440.833,933.833,0,154
182,1504.833,1491.833,3,53
183,1470.500,1829.500,3,53
184,1517.000,1850.500,3,53
185,1698.167,1863.500,3,53
186,1822.833,1884.833,3,53
187,1719.500,1930.167,3,53
188,1582.167,2044.167,3,53
189,1844.500,2041.500,3,53
190,1973.500,2034.500,3,53
191,2083.500,2030.500,3,53
192,1919.500,2043.500,3,53
193,1770.500,1661.500,3,53
194,2039.500,1608.500,3,53
195,2479.500,2030.500,3,53
196,2873.500,2032.500,3,53
197,2760.500,2045.000,3,53
198,2548.500,1576.500,3,53
199,2597.500,1494.500,3,53
200,2317.500,1137.500,0,154
201,2813.500,794.500,3,53
202,2600.500,428.500,3,53
203,3065.500,218.500,3,53
204,3038.500,272.500,3,53
205,3068.500,599.500,3,53
206,2631.167,1995.833,3,53
207,2409.500,2015.833,3,53
208,2137.500,810.500,3,53
209,2531.500,3.500,3,53
