 ,X,Y,Counter,Count
1,358.000,46.000,0,81
2,279.824,606.386,0,81
3,351.833,459.833,0,81
4,421.430,409.871,0,81
5,479.229,346.292,0,81
6,638.175,155.556,0,81
7,629.500,35.500,0,81
8,65.850,470.584,0,81
9,947.398,89.088,0,81
10,1178.593,45.739,0,81
11,1346.209,138.217,0,81
12,1470.477,421.430,0,81
13,1747.910,317.393,0,81
14,1898.187,94.868,0,81
15,2045.573,181.566,0,81
16,2543.500,201.500,0,81
17,2395.255,424.320,0,81
18,2759.387,563.037,0,81
19,1978.500,480.500,0,81
20,1719.011,701.754,0,81
21,2291.218,852.031,0,81
22,2138.051,843.361,0,81
23,2589.500,1170.500,0,81
24,2496.403,1221.942,0,81
25,2839.500,1474.500,0,81
26,3054.160,1458.917,0,81
27,1872.177,1404.008,0,81
28,1961.765,1519.605,0,81
29,2398.145,1562.954,0,81
30,3051.271,1742.130,0,81
31,1433.500,1337.500,0,81
32,1077.445,1181.483,0,81
33,1146.804,996.527,0,81
34,956.068,1120.794,0,81
35,947.398,935.839,0,81
36,571.707,869.370,0,81
37,395.421,863.590,0,81
38,302.943,961.848,0,81
39,548.588,1236.392,0,81
40,94.868,846.251,0,81
41,918.499,395.421,0,81
42,857.810,563.037,0,81
43,867.500,623.500,0,81
44,1065.886,1510.936,0,81
45,901.500,2000.500,0,81
46,1447.357,956.068,0,81
47,1562.954,1039.876,0,81
48,2146.721,1112.125,0,81
49,97.758,1857.728,0,81
50,112.207,1635.203,0,81
51,175.786,1493.596,0,81
52,1074.556,1742.130,0,81
53,1135.244,1614.973,0,81
54,1253.731,1036.986,0,81
55,1089.005,771.112,0,81
56,2857.645,967.628,0,81
57,2900.994,1057.216,0,81
58,2937.500,1296.500,0,81
59,2799.846,1201.713,0,81
60,2643.790,1736.350,0,81
61,2361.500,1683.500,0,81
62,1375.500,1441.500,0,81
63,86.198,681.524,1,82
64,667.075,643.955,1,82
65,788.452,409.871,1,82
66,802.902,181.566,1,82
67,1172.813,369.412,1,82
68,1083.225,366.522,1,82
69,1276.851,366.522,1,82
70,1219.052,276.934,1,82
71,1224.832,447.440,1,82
72,1554.167,284.500,1,82
73,1627.284,340.096,1,82
74,1666.992,201.795,1,82
75,1892.407,337.622,1,82
76,1984.885,259.594,1,82
77,2114.932,323.173,1,82
78,2455.944,285.603,1,82
79,2687.139,395.421,1,82
80,2555.500,77.500,1,82
81,2571.500,13.500,1,82
82,2562.872,542.808,1,82
83,2585.991,782.672,1,82
84,2895.214,883.820,1,82
85,2935.673,724.873,1,82
86,2929.893,1190.153,1,82
87,2834.525,1138.134,1,82
88,2568.651,1360.659,1,82
89,2505.073,1404.008,1,82
90,2620.670,1412.678,1,82
91,2476.174,1325.980,1,82
92,2273.878,1620.753,1,82
93,2268.098,1791.259,1,82
94,2294.108,1875.067,1,82
95,2363.466,1797.039,1,82
96,2822.966,1843.278,1,82
97,2704.478,1568.734,1,82
98,1314.420,1505.156,1,82
99,1574.514,1482.036,1,82
100,1635.203,1562.954,1,82
101,1591.854,1398.228,1,82
102,1476.256,1427.128,1,82
103,1169.923,1412.678,1,82
104,1193.043,1282.631,1,82
105,1141.024,1143.914,1,82
106,447.440,1620.753,1,82
107,470.559,1551.395,1,82
108,181.566,1724.791,1,82
109,25.509,1776.810,1,82
110,297.163,1230.612,1,82
111,266.500,1412.500,1,82
112,146.887,1057.216,1,82
113,25.509,1071.666,1,82
114,568.817,967.628,1,82
115,669.965,958.958,1,82
116,1562.954,352.072,1,82
117,2401.035,1039.876,1,82
118,2375.026,1123.684,1,82
119,2262.319,1126.574,1,82
120,2054.243,1198.823,1,82
121,1990.665,973.408,2,8
122,2051.500,899.500,2,8
123,1528.275,516.798,2,8
124,2351.500,1190.500,2,8
125,2375.500,1304.500,2,8
126,1377.999,1181.483,2,8
127,1857.728,577.487,1,82
128,2039.793,678.635,1,82
129,2001.500,583.500,1,82
130,1863.508,1302.860,0,81
131,995.500,866.500,0,81
132,989.500,794.500,0,81
133,34.887,393.176,0,81
134,250.924,22.619,0,81
135,167.116,1273.961,0,81
136,1010.977,1698.781,1,82
137,984.968,1626.533,1,82
138,638.175,1233.502,1,82
139,707.534,1158.364,1,82
140,950.288,1005.197,1,82
141,788.452,2022.454,1,82
142,2618.500,2009.500,2,8
143,3071.500,-0.500,2,8
144,1277.167,758.167,1,82
145,1586.074,970.518,1,82
146,2898.104,1799.929,0,81
147,2565.762,961.848,0,81
148,1551.395,1227.722,1,82
149,1253.731,1210.382,1,82
150,788.452,1219.052,0,81
151,658.405,1343.319,0,81
152,840.471,1297.080,1,82
153,485.500,1757.500,0,81
154,1198.500,1092.500,3,19
155,1963.457,1036.770,3,19
156,2642.500,40.833,1,82
157,15.500,1263.500,3,19
158,5.500,1183.500,3,19
159,4.500,1103.500,3,19
160,17.500,1513.500,3,19
161,4.500,1624.500,3,19
162,169.500,2037.500,3,19
163,716.500,2.500,3,19
164,1263.500,409.500,3,19
