 ,X,Y,Counter,Count
1,502.000,606.000,0,173
2,580.377,288.493,0,173
3,242.254,435.880,0,173
4,256.704,193.126,0,173
5,256.704,106.428,0,173
6,282.714,831.801,0,173
7,196.016,739.323,0,173
8,274.044,661.295,0,173
9,220.333,658.333,0,173
10,22.619,1065.886,0,173
11,91.978,1091.895,0,173
12,326.063,1482.036,0,173
13,288.493,1510.936,0,173
14,190.236,1464.697,0,173
15,143.997,1519.605,0,173
16,63.079,1695.891,0,173
17,109.318,1666.992,0,173
18,149.777,1690.112,0,173
19,537.028,1938.646,0,173
20,620.836,1892.407,0,173
21,831.801,1782.589,0,173
22,950.288,1892.407,0,173
23,1054.326,1906.857,0,173
24,1265.291,1840.388,0,173
25,1458.917,1955.985,0,173
26,548.587,1539.835,0,173
27,603.496,1623.643,0,173
28,545.698,1245.062,0,173
29,837.581,1242.172,0,173
30,378.081,1236.392,0,173
31,368.500,1388.500,0,173
32,2831.635,1089.005,0,173
33,2996.362,1484.926,0,173
34,2924.113,1698.781,0,173
35,3005.031,1768.140,0,173
36,2617.780,1898.187,0,173
37,2614.890,2019.564,0,173
38,2441.494,1753.690,0,173
39,2314.337,1782.589,0,173
40,2291.218,1716.121,0,173
41,2247.869,1840.388,0,173
42,2207.410,1765.250,0,173
43,2152.501,1776.810,0,173
44,2060.023,1938.646,0,173
45,2106.262,1944.426,0,173
46,2221.859,1927.086,0,173
47,2314.337,1964.655,0,173
48,2314.337,1320.200,0,173
49,2389.475,1201.713,0,173
50,2539.752,993.637,0,173
51,2406.815,982.078,0,173
52,2481.953,655.515,0,173
53,2591.771,664.185,0,173
54,2799.846,632.396,0,173
55,2670.000,553.000,0,173
56,2993.472,424.320,0,173
57,2918.333,418.540,0,173
58,2678.469,302.943,0,173
59,2583.101,117.987,0,173
60,2502.183,22.619,0,173
61,2207.410,424.320,0,173
62,2112.042,563.037,0,173
63,1979.105,233.585,0,173
64,2065.803,117.987,0,173
65,1392.500,538.167,0,173
66,1721.901,2031.124,0,173
67,1661.212,1979.105,0,173
68,1623.643,1883.737,0,173
69,1577.404,1750.800,0,173
70,1528.275,1776.810,0,173
71,1693.001,1808.599,0,173
72,1684.332,1522.495,0,173
73,1487.816,1297.080,0,173
74,1568.734,1302.860,0,173
75,1638.093,1320.200,0,173
76,1541.000,1213.000,0,173
77,1372.219,1245.062,0,173
78,1285.521,1279.741,0,173
79,1375.000,1315.000,0,173
80,1143.914,909.829,0,173
81,1094.785,880.930,0,173
82,1230.612,363.632,0,173
83,1380.889,372.302,0,173
84,941.619,94.868,0,173
85,2658.239,1825.938,0,173
86,2427.000,120.000,0,173
87,1398.228,39.959,0,173
88,45.739,308.723,0,173
89,360.742,1730.571,0,173
90,117.987,1993.555,0,173
91,1372.219,912.719,0,173
92,1299.970,953.178,0,173
